Cultivo,Campaña,Semana,Zona,Siembra,CC_Mala (%),CC_Regular (%),CC_Normal (%),CC_Buena (%),CC_Excelente (%),CH_Sequía (%),CH_Regular_1 (%),CH_Adecuada (%),CH_Óptima (%),CH_Exceso (%),Macollaje (%),Encañazón (%),Espigazón (%),Grano Pastoso (%),Madurez Fisiológica (%),Cosecha (%)
Trigo,2020/21,52,X,100,0,7,44,49,0,0,18,36,46,0,100,100,100,100,85,45.7
Trigo,2020/21,52,XI,100,0,7,71,22,0,0,14,53,33,0,100,100,100,100,73,48.13
Trigo,2020/21,52,XII,100,0,4,58,38,0,0,16,62,22,0,100,100,100,100,64,23.33
Trigo,2020/21,52,TOTAL,100,0,5,56,38,0,0,15,55,30,0,100,100,100,100,9.169.430.769,7.927.004.707
Trigo,2020/21,51,I,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100
Trigo,2020/21,51,II,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100
Trigo,2020/21,51,III,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100
Trigo,2020/21,51,IV,100,14,78,8,0,0,17,73,10,0,0,100,100,100,100,97,85.6
Trigo,2020/21,51,V,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100
Trigo,2020/21,51,VI,100,12,67,21,0,0,0,57,43,0,0,100,100,100,100,100,96.22
Trigo,2020/21,51,VII,100,0,22,65,13,0,0,9,84,7,0,100,100,100,100,95,82.5
Trigo,2020/21,51,IX,100,0,11,60,29,0,0,16,55,29,0,100,100,100,100,74,61.5
Trigo,2020/21,51,X,100,0,9,42,49,0,0,16,32,52,0,100,100,100,91,65,17.83
Trigo,2020/21,51,XI,100,0,4,71,25,0,0,12,52,36,0,100,100,100,99,53,21.5
Trigo,2020/21,51,XII,100,0,8,55,36,1,0,15,60,25,0,100,100,100,90,43,6.56
Trigo,2020/21,51,TOTAL,100,1,10,54,35,1,0,16,53,31,0,100,100,100,9.825.153.846,8.321.446.154,6.642.414.288
Trigo,2020/21,50,I,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100
Trigo,2020/21,50,II,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100
Trigo,2020/21,50,III,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100
Trigo,2020/21,50,IV,100,13,76,11,0,0,16,71,13,0,0,100,100,100,100,80,63.2
Trigo,2020/21,50,V,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100
Trigo,2020/21,50,VI,100,11,66,23,0,0,0,58,42,0,0,100,100,100,100,91,84.16
Trigo,2020/21,50,VII,100,0,21,63,16,0,0,10,85,5,0,100,100,100,100,78,47.5
Trigo,2020/21,50,IX,100,0,15,63,22,0,0,14,53,33,0,100,100,100,95,45,22.5
Trigo,2020/21,50,X,100,0,6,41,51,2,0,15,31,54,0,100,100,100,75,40,7.5
Trigo,2020/21,50,XI,100,0,7,72,21,0,0,11,51,38,0,100,100,100,85,32,12.17
Trigo,2020/21,50,XII,100,0,9,57,34,0,0,13,58,29,0,100,100,100,72,31,0
Trigo,2020/21,50,TOTAL,100,1,16,54,29,1,1,17,53,30,0,100,100,100,93.16,7.142.353.846,5.351.353.034
Trigo,2020/21,49,I,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100
Trigo,2020/21,49,II,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100
Trigo,2020/21,49,III,100,48,52,0,0,0,55,38,7,0,0,100,100,100,100,96,91.31
Trigo,2020/21,49,IV,100,11,77,12,0,0,15,69,16,0,0,100,100,100,98,61,24.89
Trigo,2020/21,49,V,100,15,57,28,0,0,6,78,16,0,0,100,100,100,100,100,95.5
Trigo,2020/21,49,VI,100,10,65,25,0,0,0,57,41,2,0,100,100,100,100,76,65.5
Trigo,2020/21,49,VII,100,0,24,57,19,0,0,9,85,6,0,100,100,100,100,59,10.73
Trigo,2020/21,49,IX,100,0,11,63,25,1,0,10,52,38,0,100,100,100,81,27,0
Trigo,2020/21,49,X,100,0,2,40,53,5,0,8,28,64,0,100,100,100,57,21,0
Trigo,2020/21,49,XI,100,0,3,71,26,0,0,8,51,41,0,100,100,100,70,17,0
Trigo,2020/21,49,XII,100,0,5,58,36,1,0,10,57,33,0,100,100,100,59,19,0
Trigo,2020/21,49,TOTAL,100,2,19,51,27,1,2,17,52,29,0,100,100,100,8.745.969.231,5.998.030.769,3.994.295.278
Trigo,2020/21,48,I,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100
Trigo,2020/21,48,II,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100
Trigo,2020/21,48,III,100,49,51,0,0,0,57,37,6,0,0,100,100,100,100,77,65.45
Trigo,2020/21,48,IV,100,13,76,11,0,0,19,71,10,0,0,100,100,100,80,50,0
Trigo,2020/21,48,V,100,17,52,31,0,0,8,80,12,0,0,100,100,100,100,91,88.33
Trigo,2020/21,48,VI,100,11,66,23,0,0,0,62,38,0,0,100,100,100,95,60,40.11
Trigo,2020/21,48,VII,100,0,27,60,13,0,0,14,85,1,0,100,100,100,84,42,4.57
Trigo,2020/21,48,IX,100,0,9,66,23,2,0,0,56,44,0,100,100,100,60,15,0
Trigo,2020/21,48,X,100,0,0,38,55,7,0,0,27,73,0,100,100,100,45,5,0
Trigo,2020/21,48,XI,100,0,2,70,28,0,0,2,48,50,0,100,100,100,49,7,0
Trigo,2020/21,48,XII,100,0,1,57,40,2,0,2,58,40,0,100,100,100,41,2,0
Trigo,2020/21,48,TOTAL,100,4,23,47,24,2,4,19,49,29,0,100,100,100,7.711.753.846,4.688.123.077,3.089.375.842
Trigo,2020/21,47,I,100,74,26,0,0,0,91,9,0,0,0,100,100,100,100,100,97.5
Trigo,2020/21,47,II,100,75,25,0,0,0,80,20,0,0,0,100,100,100,100,100,100
Trigo,2020/21,47,III,100,50,48,2,0,0,59,36,5,0,0,100,100,100,82,56,54.17
Trigo,2020/21,47,IV,100,11,77,12,0,0,18,70,12,0,0,100,100,100,68,21,0
Trigo,2020/21,47,V,100,18,53,29,0,0,9,82,9,0,0,100,100,100,98,59,50.71
Trigo,2020/21,47,VI,100,13,68,19,0,0,4,64,32,0,0,100,100,100,77,25,4.5
Trigo,2020/21,47,VII,100,0,30,62,8,0,0,16,84,0,0,100,100,100,64,18,0
Trigo,2020/21,47,IX,100,0,12,69,19,0,0,2,59,39,0,100,100,100,38,0,0
Trigo,2020/21,47,X,100,0,0,41,53,6,0,0,31,69,0,100,100,93,30,0,0
Trigo,2020/21,47,XI,100,0,6,70,24,0,0,6,49,45,0,100,100,94,32,0,0
Trigo,2020/21,47,XII,100,0,3,61,36,0,0,5,60,35,0,100,100,90,27,0,0
Trigo,2020/21,47,TOTAL,100,12,31,40,16,1,12,27,42,19,0,100,100,9.779.892.308,6.264.430.769,29.362,198.428.214
Trigo,2020/21,46,I,100,72,28,0,0,0,92,8,0,0,0,100,100,100,100,100,95.56
Trigo,2020/21,46,II,100,73,27,0,0,0,81,19,0,0,0,100,100,100,100,94,91.88
Trigo,2020/21,46,III,100,53,47,0,0,0,63,34,3,0,0,100,100,100,66,34,28.7
Trigo,2020/21,46,IV,100,13,79,8,0,0,22,74,4,0,0,100,100,100,52,10,0
Trigo,2020/21,46,V,100,20,53,27,0,0,13,83,4,0,0,100,100,100,86,50,46.43
Trigo,2020/21,46,VI,100,14,66,20,0,0,6,65,29,0,0,100,100,100,64,18,1.5
Trigo,2020/21,46,VII,100,0,33,61,6,0,0,11,86,3,0,100,100,100,50,10,0
Trigo,2020/21,46,IX,100,0,14,71,15,0,0,6,57,37,0,100,100,87,20,0,0
Trigo,2020/21,46,X,100,0,0,44,51,5,0,0,33,67,0,100,100,80,12,0,0
Trigo,2020/21,46,XI,100,0,7,68,25,0,0,8,49,43,0,100,100,80,15,0,0
Trigo,2020/21,46,XII,100,0,7,59,34,0,0,7,62,31,0,100,100,73,12,0,0
Trigo,2020/21,46,TOTAL,100,13,33,39,14,1,14,28,40,18,0,100,100,9.226.030.769,4.909.076.923,2.354.769.231,1.545.983.184
Trigo,2020/21,45,I,100,71,29,0,0,0,91,9,0,0,0,100,100,100,100,84,66.67
Trigo,2020/21,45,II,100,68,32,0,0,0,80,20,0,0,0,100,100,100,87,78,69.29
Trigo,2020/21,45,III,100,51,48,1,0,0,65,30,5,0,0,100,100,100,47,10,6
Trigo,2020/21,45,IV,100,15,76,9,0,0,23,71,6,0,0,100,100,95,36,0,0
Trigo,2020/21,45,V,100,17,51,32,0,0,12,81,7,0,0,100,100,100,70,33,11.2
Trigo,2020/21,45,VI,100,12,63,25,0,0,2,62,28,8,0,100,100,100,34,0,0
Trigo,2020/21,45,VII,100,0,38,58,4,0,0,7,80,13,0,100,100,100,20,0,0
Trigo,2020/21,45,IX,100,0,12,72,16,0,0,3,54,43,0,100,100,71,0,0,0
Trigo,2020/21,45,X,100,0,0,52,46,2,0,0,29,71,0,100,100,60,0,0,0
Trigo,2020/21,45,XI,100,0,4,69,27,0,0,3,42,55,0,100,100,60,0,0,0
Trigo,2020/21,45,XII,100,0,3,58,39,0,0,3,57,40,0,100,100,50,0,0,0
Trigo,2020/21,45,TOTAL,100,12,30,44,14,0,13,25,39,24,0,100,100,8.439.476.923,3.090.630.769,1.378.830.769,8.721.747.012
Trigo,2020/21,44,I,100,73,27,0,0,0,90,10,0,0,0,100,100,100,95,62,56
Trigo,2020/21,44,II,100,70,30,0,0,0,78,22,0,0,0,100,100,100,79,60,55.5
Trigo,2020/21,44,III,100,46,52,2,0,0,65,27,8,0,0,100,100,100,28,0,0
Trigo,2020/21,44,IV,100,16,73,11,0,0,21,70,9,0,0,100,100,82,15,0,0
Trigo,2020/21,44,V,100,14,52,34,0,0,10,84,6,0,0,100,100,100,51,17,0
Trigo,2020/21,44,VI,100,10,66,24,0,0,0,65,24,11,0,100,100,88,20,0,0
Trigo,2020/21,44,VII,100,0,35,60,5,0,0,5,78,17,0,100,100,73,11,0,0
Trigo,2020/21,44,IX,100,0,10,70,20,0,0,0,55,45,0,100,98,52,0,0,0
Trigo,2020/21,44,X,100,0,0,58,42,0,0,0,25,74,1,100,96,44,0,0,0
Trigo,2020/21,44,XI,100,0,3,68,29,0,0,1,40,59,0,100,91,42,0,0,0
Trigo,2020/21,44,XII,100,0,0,58,42,0,0,2,56,42,0,100,89,32,0,0,0
Trigo,2020/21,44,TOTAL,100,11,30,45,14,0,12,25,37,26,0,100,9.743.338.462,7.185.476.923,2.238.169.231,8.595.076.923,6.117.871.018
Trigo,2020/21,43,I,100,71,29,0,0,0,93,7,0,0,0,100,100,100,81,44,26.83
Trigo,2020/21,43,II,100,69,31,0,0,0,83,17,0,0,0,100,100,100,63,23,18.83
Trigo,2020/21,43,III,100,52,48,0,0,0,76,21,3,0,0,100,100,83,9,0,0
Trigo,2020/21,43,IV,100,22,70,8,0,0,35,65,0,0,0,100,100,62,2,0,0
Trigo,2020/21,43,V,100,9,50,41,0,0,13,84,3,0,0,100,100,89,34,0,0
Trigo,2020/21,43,VI,100,8,65,27,0,0,13,82,5,0,0,100,100,70,3,0,0
Trigo,2020/21,43,VII,100,1,43,56,0,0,0,19,80,1,0,100,100,60,2,0,0
Trigo,2020/21,43,IX,100,0,14,68,18,0,0,4,63,33,0,100,87,39,0,0,0
Trigo,2020/21,43,X,100,0,2,60,38,0,0,0,35,64,1,100,85,29,0,0,0
Trigo,2020/21,43,XI,100,0,9,66,25,0,0,3,43,54,0,100,72,24,0,0,0
Trigo,2020/21,43,XII,100,0,3,67,30,0,0,4,57,39,0,100,72,20,0,0,0
Trigo,2020/21,43,TOTAL,100,16,34,40,10,0,23,30,31,16,0,100,9.175.538.462,5.847.446.154,1.300.630.769,4.039.846.154,2.951.791.436
Trigo,2020/21,42,I,100,68,32,0,0,0,91,9,0,0,0,100,100,100,67,33,0
Trigo,2020/21,42,II,100,67,33,0,0,0,80,20,0,0,0,100,100,100,49,5,0
Trigo,2020/21,42,III,100,54,46,0,0,0,82,18,0,0,0,100,100,69,3,0,0
Trigo,2020/21,42,IV,100,19,70,11,0,0,33,67,0,0,0,100,100,51,0,0,0
Trigo,2020/21,42,V,100,10,47,43,0,0,13,83,4,0,0,100,100,78,21,0,0
Trigo,2020/21,42,VI,100,10,64,26,0,0,16,81,3,0,0,100,99,55,0,0,0
Trigo,2020/21,42,VII,100,2,45,53,0,0,0,23,77,0,0,100,93,46,0,0,0
Trigo,2020/21,42,IX,100,0,16,65,19,0,0,0,65,35,0,100,73,25,0,0,0
Trigo,2020/21,42,X,100,0,4,59,37,0,0,0,39,61,0,100,75,16,0,0,0
Trigo,2020/21,42,XI,100,0,11,64,25,0,0,0,42,58,0,100,59,13,0,0,0
Trigo,2020/21,42,XII,100,0,5,66,29,0,0,0,59,41,0,100,54,9,0,0,0
Trigo,2020/21,42,TOTAL,100,18,34,39,10,0,25,29,30,16,0,100,8.546.076.923,4.682.446.154,8.783.538.462,2.342,0
Trigo,2020/21,41,I,100,65,35,0,0,0,87,13,0,0,0,100,100,100,56,25,0
Trigo,2020/21,41,II,100,62,38,0,0,0,77,23,0,0,0,100,100,82,37,2,0
Trigo,2020/21,41,III,100,50,50,0,0,0,78,22,0,0,0,100,100,54,0,0,0
Trigo,2020/21,41,IV,100,13,72,15,0,0,29,60,11,0,0,100,90,34,0,0,0
Trigo,2020/21,41,V,100,5,45,50,0,0,5,75,20,0,0,100,100,62,8,0,0
Trigo,2020/21,41,VI,100,10,58,32,0,0,11,75,14,0,0,100,89,38,0,0,0
Trigo,2020/21,41,VII,100,0,43,57,0,0,0,0,61,39,0,100,80,33,0,0,0
Trigo,2020/21,41,IX,100,0,8,67,25,0,0,0,60,40,0,100,57,10,0,0,0
Trigo,2020/21,41,X,100,0,0,59,41,0,0,0,41,59,0,100,61,5,0,0,0
Trigo,2020/21,41,XI,100,0,0,64,36,0,0,0,46,54,0,100,46,3,0,0,0
Trigo,2020/21,41,XII,100,0,0,62,38,0,0,0,65,35,0,100,39,4,0,0,0
Trigo,2020/21,41,TOTAL,100,16,31,40,12,0,23,25,33,19,0,100,7.602.461.538,3.424.784.615,6.188.461.538,1.673.846.154,0
Trigo,2020/21,40,I,100,61,39,0,0,0,85,15,0,0,0,100,100,100,45,16,0
Trigo,2020/21,40,II,100,59,41,0,0,0,73,27,0,0,0,100,100,68,29,0,0
Trigo,2020/21,40,III,100,46,54,0,0,0,74,26,0,0,0,100,84,40,0,0,0
Trigo,2020/21,40,IV,100,15,70,15,0,0,25,60,15,0,0,100,72,23,0,0,0
Trigo,2020/21,40,V,100,5,41,54,0,0,5,71,24,0,0,100,91,46,0,0,0
Trigo,2020/21,40,VI,100,6,58,36,0,0,5,75,20,0,0,100,72,22,0,0,0
Trigo,2020/21,40,VII,100,4,53,43,0,0,0,0,57,43,0,100,67,20,0,0,0
Trigo,2020/21,40,IX,100,0,13,80,7,0,0,0,63,37,0,100,43,3,0,0,0
Trigo,2020/21,40,X,100,0,5,70,25,0,0,0,45,55,0,100,51,2,0,0,0
Trigo,2020/21,40,XI,100,0,7,71,22,0,0,0,50,50,0,100,32,0,0,0,0
Trigo,2020/21,40,XII,100,0,9,71,20,0,0,5,70,25,0,100,27,0,0,0,0
Trigo,2020/21,40,TOTAL,100,13,33,46,8,0,18,24,38,20,0,100,6.388.830.769,2.471.415.385,4.439.230.769,999.384.615,0
Trigo,2020/21,39,I,100,57,43,0,0,0,80,20,0,0,0,100,100,91,31,11,0
Trigo,2020/21,39,II,100,54,46,0,0,0,69,31,0,0,0,100,95,56,16,0,0
Trigo,2020/21,39,III,100,42,58,0,0,0,70,30,0,0,0,100,77,30,0,0,0
Trigo,2020/21,39,IV,100,15,65,20,0,0,45,55,0,0,0,100,66,15,0,0,0
Trigo,2020/21,39,V,100,4,34,62,0,0,8,72,20,0,0,100,83,33,0,0,0
Trigo,2020/21,39,VI,100,6,54,40,0,0,7,83,10,0,0,100,66,10,0,0,0
Trigo,2020/21,39,VII,100,4,49,47,0,0,0,37,63,0,0,100,59,8,0,0,0
Trigo,2020/21,39,IX,100,0,15,78,7,0,8,62,30,0,0,98,35,0,0,0,0
Trigo,2020/21,39,X,100,0,7,68,25,0,0,21,79,0,0,100,42,0,0,0,0
Trigo,2020/21,39,XI,100,0,8,71,21,0,0,19,81,0,0,96,25,0,0,0,0
Trigo,2020/21,39,XII,100,0,10,68,22,0,0,10,70,20,0,93,19,0,0,0,0
Trigo,2020/21,39,TOTAL,100,12,32,47,8,0,19,39,38,4,0,9.865.092.308,5.707.646.154,1.745.753.846,2.834.769.231,687.076.923,0
Trigo,2020/21,38,I,100,50,50,0,0,0,77,23,0,0,0,100,100,82,19,5,0
Trigo,2020/21,38,II,100,48,50,2,0,0,65,35,0,0,0,100,83,47,8,0,0
Trigo,2020/21,38,III,100,39,61,0,0,0,66,34,0,0,0,100,60,20,0,0,0
Trigo,2020/21,38,IV,100,13,62,25,0,0,42,58,0,0,0,100,55,4,0,0,0
Trigo,2020/21,38,V,100,0,34,59,7,0,4,70,26,0,0,100,71,26,0,0,0
Trigo,2020/21,38,VI,100,6,46,48,0,0,0,83,17,0,0,100,57,4,0,0,0
Trigo,2020/21,38,VII,100,4,45,47,4,0,0,27,73,0,0,100,50,1,0,0,0
Trigo,2020/21,38,IX,100,0,7,74,19,0,0,35,65,0,0,92,27,0,0,0,0
Trigo,2020/21,38,X,100,0,0,68,32,0,0,8,67,25,0,100,33,0,0,0,0
Trigo,2020/21,38,XI,100,0,6,61,33,0,0,7,74,19,0,91,18,0,0,0,0
Trigo,2020/21,38,XII,100,0,3,68,29,0,0,0,54,46,0,85,11,0,0,0,0
Trigo,2020/21,38,TOTAL,100,11,29,46,13,0,17,33,39,12,0,9.672.692.308,4.787.046.154,1.267.215.385,1.636,312.307.692,0
Trigo,2020/21,37,I,100,42,58,0,0,0,73,27,0,0,0,100,97,68,12,2,0
Trigo,2020/21,37,II,100,38,55,7,0,0,60,40,0,0,0,100,69,33,2,0,0
Trigo,2020/21,37,III,100,36,62,2,0,0,63,37,0,0,0,100,47,10,0,0,0
Trigo,2020/21,37,IV,100,13,62,25,0,0,30,60,10,0,0,100,44,0,0,0,0
Trigo,2020/21,37,V,100,0,29,61,10,0,0,60,35,5,0,100,59,15,0,0,0
Trigo,2020/21,37,VI,100,6,39,47,8,0,0,76,21,3,0,100,41,0,0,0,0
Trigo,2020/21,37,VII,100,4,42,43,11,0,0,21,70,9,0,92,35,0,0,0,0
Trigo,2020/21,37,IX,100,0,0,63,37,0,0,27,73,0,0,83,17,0,0,0,0
Trigo,2020/21,37,X,100,0,0,46,54,0,0,0,67,33,0,86,18,0,0,0,0
Trigo,2020/21,37,XI,100,0,4,50,46,0,0,10,63,27,0,79,7,0,0,0,0
Trigo,2020/21,37,XII,100,0,3,55,42,0,0,8,49,43,0,78,3,0,0,0,0
Trigo,2020/21,37,TOTAL,100,10,28,41,22,0,15,31,39,15,0,9.183.907.692,3.581.292.308,8.128.461.538,861.846.154,124.923.077,0
Trigo,2020/21,36,I,100,34,58,8,0,0,70,30,0,0,0,100,71,47,5,0,0
Trigo,2020/21,36,II,100,35,52,13,0,0,62,38,0,0,0,100,46,11,0,0,0
Trigo,2020/21,36,III,100,31,58,11,0,0,67,33,0,0,0,100,28,0,0,0,0
Trigo,2020/21,36,IV,100,22,57,21,0,0,55,45,0,0,0,87,25,0,0,0,0
Trigo,2020/21,36,V,100,6,37,57,0,0,20,53,27,0,0,92,35,0,0,0,0
Trigo,2020/21,36,VI,100,15,50,35,0,0,17,70,13,0,0,91,28,0,0,0,0
Trigo,2020/21,36,VII,100,14,53,33,0,0,0,30,66,4,0,78,23,0,0,0,0
Trigo,2020/21,36,IX,100,0,0,72,28,0,0,39,61,0,0,67,11,0,0,0,0
Trigo,2020/21,36,X,100,0,0,55,45,0,0,5,71,24,0,71,9,0,0,0,0
Trigo,2020/21,36,XI,100,0,0,56,44,0,0,23,50,27,0,69,0,0,0,0,0
Trigo,2020/21,36,XII,100,0,0,60,40,0,0,15,45,40,0,62,0,0,0,0,0
Trigo,2020/21,36,TOTAL,100,12,29,42,17,0,20,33,34,13,0,8.176.276.923,22.58,3.553.384.615,312.307.692,0,0
Trigo,2020/21,35,I,100,30,59,11,0,0,73,27,0,0,0,100,59,29,0,0,0
Trigo,2020/21,35,II,100,33,50,17,0,0,70,30,0,0,0,95,37,7,0,0,0
Trigo,2020/21,35,III,100,27,58,15,0,0,84,16,0,0,0,96,24,0,0,0,0
Trigo,2020/21,35,IV,100,18,56,26,0,0,67,33,0,0,0,78,20,0,0,0,0
Trigo,2020/21,35,V,100,3,35,62,0,0,24,76,0,0,0,88,26,0,0,0,0
Trigo,2020/21,35,VI,100,13,47,40,0,0,35,65,0,0,0,85,23,0,0,0,0
Trigo,2020/21,35,VII,100,12,48,40,0,0,8,65,27,0,0,70,17,0,0,0,0
Trigo,2020/21,35,IX,100,0,0,67,33,0,0,42,58,0,0,60,7,0,0,0,0
Trigo,2020/21,35,X,100,0,0,52,48,0,0,9,61,30,0,58,4,0,0,0,0
Trigo,2020/21,35,XI,100,0,0,53,47,0,0,15,37,48,0,57,0,0,0,0,0
Trigo,2020/21,35,XII,100,0,0,58,42,0,0,8,39,53,0,48,0,0,0,0,0
Trigo,2020/21,35,TOTAL,100,10,28,44,18,0,26,36,24,14,0,7.384.953.846,1.774.046.154,2.204.461.538,0,0,0
Trigo,2020/21,34,I,100,25,60,15,0,0,70,30,0,0,0,98,49,18,0,0,0
Trigo,2020/21,34,II,100,27,52,21,0,0,67,33,0,0,0,74,29,4,0,0,0
Trigo,2020/21,34,III,100,20,62,18,0,0,80,20,0,0,0,71,17,0,0,0,0
Trigo,2020/21,34,IV,100,13,58,29,0,0,65,35,0,0,0,60,13,0,0,0,0
Trigo,2020/21,34,V,100,0,32,68,0,0,20,76,4,0,0,68,17,0,0,0,0
Trigo,2020/21,34,VI,100,10,45,45,0,0,32,68,0,0,0,66,16,0,0,0,0
Trigo,2020/21,34,VII,100,8,49,43,0,0,28,72,0,0,0,52,9,0,0,0,0
Trigo,2020/21,34,IX,100,0,0,64,36,0,0,29,71,0,0,48,4,0,0,0,0
Trigo,2020/21,34,X,100,0,0,49,51,0,0,0,59,41,0,47,2,0,0,0,0
Trigo,2020/21,34,XI,100,0,0,47,53,0,0,0,38,62,0,45,0,0,0,0,0
Trigo,2020/21,34,XII,100,0,0,53,47,0,0,0,3,97,0,38,0,0,0,0,0
Trigo,2020/21,34,TOTAL,100,8,28,44,20,0,27,32,20,21,0,5.870.046.154,12.382,1.348.923.077,0,0,0
Trigo,2020/21,33,I,100,17,50,33,0,0,67,33,0,0,0,90,42,11,0,0,0
Trigo,2020/21,33,II,100,15,43,42,0,0,65,35,0,0,0,66,20,2,0,0,0
Trigo,2020/21,33,III,100,6,55,39,0,0,74,26,0,0,0,63,11,0,0,0,0
Trigo,2020/21,33,IV,100,4,45,51,0,0,62,38,0,0,0,53,7,0,0,0,0
Trigo,2020/21,33,V,100,0,12,88,0,0,15,60,25,0,0,59,9,0,0,0,0
Trigo,2020/21,33,VI,100,0,41,59,0,0,28,72,0,0,0,58,8,0,0,0,0
Trigo,2020/21,33,VII,100,0,42,58,0,0,25,75,0,0,0,45,4,0,0,0,0
Trigo,2020/21,33,IX,100,0,0,57,43,0,0,25,75,0,0,44,2,0,0,0,0
Trigo,2020/21,33,X,100,0,0,44,56,0,0,0,55,45,0,40,1,0,0,0,0
Trigo,2020/21,33,XI,100,0,0,40,60,0,0,0,24,76,0,39,0,0,0,0,0
Trigo,2020/21,33,XII,97.4,0,0,48,52,0,0,0,7,93,0,33,0,0,0,0,0
Trigo,2020/21,33,TOTAL,99.7,3,23,52,22,0,25,33,20,23,0,5.176.584.615,7.947.538.462,799.384.615,0,0,0
Trigo,2020/21,32,I,100,7,45,48,0,0,63,37,0,0,0,82,36,5,0,0,0
Trigo,2020/21,32,II,100,4,43,53,0,0,60,40,0,0,0,58,15,0,0,0,0
Trigo,2020/21,32,III,100,6,53,41,0,0,71,29,0,0,0,54,5,0,0,0,0
Trigo,2020/21,32,IV,100,4,42,54,0,0,59,41,0,0,0,46,2,0,0,0,0
Trigo,2020/21,32,V,100,0,10,84,6,0,3,55,42,0,0,52,3,0,0,0,0
Trigo,2020/21,32,VI,100,0,35,65,0,0,30,70,0,0,0,51,2,0,0,0,0
Trigo,2020/21,32,VII,100,0,38,62,0,0,26,74,0,0,0,36,2,0,0,0,0
Trigo,2020/21,32,IX,100,0,0,54,46,0,0,22,73,5,0,35,0,0,0,0,0
Trigo,2020/21,32,X,100,0,0,40,60,0,0,0,47,53,0,33,0,0,0,0,0
Trigo,2020/21,32,XI,98.17,0,0,35,65,0,0,0,10,90,0,32,0,0,0,0,0
Trigo,2020/21,32,XII,86.11,0,0,44,56,0,0,0,0,94,6,20,0,0,0,0,0
Trigo,2020/21,32,TOTAL,9.828.764.154,1,21,54,23,0,24,33,19,24,1,4.323.969.231,4.501.461.538,312.307.692,0,0,0
Trigo,2020/21,31,I,100,0,44,56,0,0,60,40,0,0,0,74,29,0,0,0,0
Trigo,2020/21,31,II,100,0,41,59,0,0,58,42,0,0,0,49,10,0,0,0,0
Trigo,2020/21,31,III,100,0,53,47,0,0,69,31,0,0,0,46,2,0,0,0,0
Trigo,2020/21,31,IV,100,0,41,59,0,0,56,44,0,0,0,39,0.5,0,0,0,0
Trigo,2020/21,31,V,100,0,0,87,13,0,0,43,57,0,0,45,1.5,0,0,0,0
Trigo,2020/21,31,VI,100,0,31,69,0,0,24,76,0,0,0,41,0.6,0,0,0,0
Trigo,2020/21,31,VII,100,0,36,64,0,0,23,77,0,0,0,30,0.8,0,0,0,0
Trigo,2020/21,31,IX,97.86,0,0,49,51,0,0,15,70,15,0,26,0,0,0,0,0
Trigo,2020/21,31,X,96.8,0,0,37,63,0,0,0,40,60,0,25,0,0,0,0,0
Trigo,2020/21,31,XI,93.89,0,0,38,62,0,0,0,0,95,5,26,0,0,0,0,0
Trigo,2020/21,31,XII,72.57,0,0,47,53,0,0,0,0,87,13,14,0,0,0,0,0
Trigo,2020/21,31,TOTAL,9.593.115.231,0,20,56,24,0,22,34,19,24,2,3.540.153.846,2.884.169.231,0,0,0,0
Trigo,2020/21,30,I,100,0,42,58,0,0,58,42,0,0,0,66,20,0,0,0,0
Trigo,2020/21,30,II,100,0,40,60,0,0,60,40,0,0,0,40,5,0,0,0,0
Trigo,2020/21,30,III,100,0,50,50,0,0,67,33,0,0,0,38,0,0,0,0,0
Trigo,2020/21,30,IV,100,0,39,61,0,0,54,46,0,0,0,31,0,0,0,0,0
Trigo,2020/21,30,V,100,0,0,82,18,0,0,44,56,0,0,38,0,0,0,0,0
Trigo,2020/21,30,VI,100,0,30,70,0,0,22,78,0,0,0,34,0,0,0,0,0
Trigo,2020/21,30,VII,97.64,0,34,66,0,0,21,79,0,0,0,23,0,0,0,0,0
Trigo,2020/21,30,IX,92.33,0,0,53,47,0,0,35,65,0,0,20,0,0,0,0,0
Trigo,2020/21,30,X,90,0,0,40,60,0,0,0,57,43,0,20,0,0,0,0,0
Trigo,2020/21,30,XI,92.33,0,0,43,57,0,0,0,10,87,3,20,0,0,0,0,0
Trigo,2020/21,30,XII,68.83,0,0,50,50,0,0,0,3,90,7,8,0,0,0,0,0
Trigo,2020/21,30,TOTAL,9.410.337.538,0,20,58,22,0,22,37,20,20,1,2.823.246.154,1.53,0,0,0,0
Trigo,2020/21,29,I,100,0,39,61,0,0,55,45,0,0,0,59,12,0,0,0,0
Trigo,2020/21,29,II,100,0,38,62,0,0,57,43,0,0,0,34,3,0,0,0,0
Trigo,2020/21,29,III,100,0,48,52,0,0,65,35,0,0,0,31,0,0,0,0,0
