Cultivo,Campaña,Semana,Zona,Siembra,CC_Mala (%),CC_Regular (%),CC_Normal (%),CC_Buena (%),CC_Excelente (%),CH_Sequía (%),CH_Regular_1 (%),CH_Adecuada (%),CH_Óptima (%),CH_Exceso (%),Macollaje (%),Encañazón (%),Espigazón (%),Grano Pastoso (%),Madurez Fisiológica (%),Cosecha (%)
Trigo,2020/21,29,IV,100,0,37,63,0,0,53,47,0,0,0,24,0,0,0,0,0
Trigo,2020/21,29,V,100,0,0,77,23,0,0,40,60,0,0,30,0,0,0,0,0
Trigo,2020/21,29,VI,100,0,28,72,0,0,21,79,0,0,0,25,0,0,0,0,0
Trigo,2020/21,29,VII,91.8,0,32,68,0,0,19,81,0,0,0,16,0,0,0,0,0
Trigo,2020/21,29,IX,91.5,0,0,50,50,0,0,37,63,0,0,11,0,0,0,0,0
Trigo,2020/21,29,X,86.33,0,0,43,57,0,0,0,67,33,0,12,0,0,0,0,0
Trigo,2020/21,29,XI,87.08,0,0,48,52,0,0,0,27,73,0,13,0,0,0,0,0
Trigo,2020/21,29,XII,58.33,0,0,46,54,0,0,0,5,95,0,1.7,0,0,0,0,0
Trigo,2020/21,29,TOTAL,9.125.270.154,0,19,59,22,0,21,38,23,18,0,2.080.776.923,918,0,0,0,0
Trigo,2020/21,28,I,100,0,36,64,0,0,52,48,0,0,0,50,6,0,0,0,0
Trigo,2020/21,28,II,94.6,0,35,65,0,0,53,47,0,0,0,27,0.7,0,0,0,0
Trigo,2020/21,28,III,95,0,45,55,0,0,60,40,0,0,0,25,0,0,0,0,0
Trigo,2020/21,28,IV,93.1,0,34,66,0,0,47,53,0,0,0,19,0,0,0,0,0
Trigo,2020/21,28,V,96.17,0,0,73,27,0,0,25,75,0,0,25,0,0,0,0,0
Trigo,2020/21,28,VI,93.75,0,25,75,0,0,19,81,0,0,0,18,0,0,0,0,0
Trigo,2020/21,28,VII,89.85,0,27,73,0,0,15,85,0,0,0,11,0,0,0,0,0
Trigo,2020/21,28,IX,90,0,0,45,55,0,0,20,58,22,0,5,0,0,0,0,0
Trigo,2020/21,28,X,83.4,0,0,45,55,0,0,0,73,27,0,4.5,0,0,0,0,0
Trigo,2020/21,28,XI,78.57,0,0,50,50,0,0,0,39,61,0,6,0,0,0,0,0
Trigo,2020/21,28,XII,54.29,0,0,30,70,0,0,0,0,92,8,0,0,0,0,0,0
Trigo,2020/21,28,TOTAL,8.676.505.215,0,18,60,23,0,20,39,22,19,1,1.492.207.692,414.076.923,0,0,0,0
Trigo,2020/21,27,I,100,0,32,68,0,0,48,52,0,0,0,39,1.2,0,0,0,0
Trigo,2020/21,27,II,93,0,30,70,0,0,49,51,0,0,0,14,0,0,0,0,0
Trigo,2020/21,27,III,94.1,0,35,65,0,0,55,45,0,0,0,17,0,0,0,0,0
Trigo,2020/21,27,IV,91.3,0,31,69,0,0,42,58,0,0,0,13,0,0,0,0,0
Trigo,2020/21,27,V,78.13,0,0,65,35,0,0,5,70,25,0,14,0,0,0,0,0
Trigo,2020/21,27,VI,85,0,22,78,0,0,15,85,0,0,0,10,0,0,0,0,0
Trigo,2020/21,27,VII,83.18,0,23,77,0,0,17,83,0,0,0,3,0,0,0,0,0
Trigo,2020/21,27,IX,80,0,0,60,40,0,0,60,40,0,0,1.5,0,0,0,0,0
Trigo,2020/21,27,X,60.83,0,0,38,62,0,0,0,65,35,0,1,0,0,0,0,0
Trigo,2020/21,27,XI,74.5,0,0,45,55,0,0,3,53,44,0,1.7,0,0,0,0,0
Trigo,2020/21,27,XII,51.63,0,0,36,64,0,0,0,0,82,18,0,0,0,0,0,0
Trigo,2020/21,27,TOTAL,7.910.962.092,0,16,63,21,0,20,44,19,16,1,8.463.615.385,74.953.846,0,0,0,0
Trigo,2020/21,26,I,100,0,30,70,0,0,45,55,0,0,0,32,0,0,0,0,0
Trigo,2020/21,26,II,81.43,0,28,72,0,0,46,54,0,0,0,7,0,0,0,0,0
Trigo,2020/21,26,III,79.5,0,33,67,0,0,51,49,0,0,0,8,0,0,0,0,0
Trigo,2020/21,26,IV,81.11,0,29,71,0,0,39,61,0,0,0,9,0,0,0,0,0
Trigo,2020/21,26,V,67.4,0,0,70,30,0,0,5,60,30,5,5,0,0,0,0,0
Trigo,2020/21,26,VI,82.94,0,20,80,0,0,11,89,0,0,0,2,0,0,0,0,0
Trigo,2020/21,26,VII,68.85,0,21,79,0,0,13,87,0,0,0,0,0,0,0,0,0
Trigo,2020/21,26,IX,60.5,0,0,55,45,0,0,56,33,11,0,0,0,0,0,0,0
Trigo,2020/21,26,X,58.11,0,0,40,60,0,0,13,63,24,0,0,0,0,0,0,0
Trigo,2020/21,26,XI,70.63,0,0,46,54,0,0,17,47,36,0,0,0,0,0,0,0
Trigo,2020/21,26,XII,46.67,0,0,32,68,0,0,0,10,81,9,0,0,0,0,0,0
Trigo,2020/21,26,TOTAL,7.131.187.582,0,15,64,21,0,18,49,17,15,1,4.188,0,0,0,0,0
Trigo,2020/21,25,I,100,0,28,72,0,0,38,62,0,0,0,25,0,0,0,0,0
Trigo,2020/21,25,II,68.33,0,24,76,0,0,33,67,0,0,0,2,0,0,0,0,0
Trigo,2020/21,25,III,76.67,0,26,74,0,0,42,58,0,0,0,1.7,0,0,0,0,0
Trigo,2020/21,25,IV,68.33,0,25,75,0,0,26,74,0,0,0,2.5,0,0,0,0,0
Trigo,2020/21,25,V,57.5,0,10,67,23,0,0,38,51,11,0,0,0,0,0,0,0
Trigo,2020/21,25,VI,69.38,0,18,82,0,0,6,87,7,0,0,0,0,0,0,0,0
Trigo,2020/21,25,VII,48.75,0,19,81,0,0,5,70,25,0,0,0,0,0,0,0,0
Trigo,2020/21,25,IX,55,0,0,62,38,0,0,58,39,3,0,0,0,0,0,0,0
Trigo,2020/21,25,X,45.83,0,0,59,41,0,0,23,70,7,0,0,0,0,0,0,0
Trigo,2020/21,25,XI,41.44,0,0,48,52,0,0,16,56,28,0,0,0,0,0,0,0
Trigo,2020/21,25,XII,30.71,0,0,34,66,0,0,0,26,72,2,0,0,0,0,0,0
Trigo,2020/21,25,TOTAL,5.805.326.254,0,15,69,16,0,15,55,20,9,0,1.952.261.538,0,0,0,0,0
Trigo,2020/21,24,I,85.17,0,26,74,0,0,22,78,0,0,0,10.5,0,0,0,0,0
Trigo,2020/21,24,II,42,0,22,78,0,0,17,80,3,0,0,0,0,0,0,0,0
Trigo,2020/21,24,III,44.6,0,24,76,0,0,20,80,0,0,0,0,0,0,0,0,0
Trigo,2020/21,24,IV,33.67,0,23,77,0,0,18,82,0,0,0,0,0,0,0,0,0
Trigo,2020/21,24,V,45.54,0,14,76,10,0,0,45,35,20,0,0,0,0,0,0,0
Trigo,2020/21,24,VI,63.33,0,16,84,0,0,3,84,13,0,0,0,0,0,0,0,0
Trigo,2020/21,24,VII,38.64,0,17,83,0,0,1,66,33,0,0,0,0,0,0,0,0
Trigo,2020/21,24,IX,28.5,0,0,56,44,0,0,40,50,10,0,0,0,0,0,0,0
Trigo,2020/21,24,X,24.29,0,0,53,47,0,0,25,67,8,0,0,0,0,0,0,0
Trigo,2020/21,24,XI,26.5,0,0,40,60,0,0,14,70,16,0,0,0,0,0,0,0
Trigo,2020/21,24,XII,23.57,0,0,29,71,0,0,0,60,40,0,0,0,0,0,0,0
Trigo,2020/21,24,TOTAL,41.7,0,15,70,15,0,8,62,24,7,0,655.846.154,0,0,0,0,0
Trigo,2020/21,23,I,78.5,0,20,80,0,0,18,73,9,0,0,5,0,0,0,0,0
Trigo,2020/21,23,II,33.45,0,18,82,0,0,8,63,29,0,0,0,0,0,0,0,0
Trigo,2020/21,23,III,36.88,0,21,79,0,0,17,76,7,0,0,0,0,0,0,0,0
Trigo,2020/21,23,IV,21,0,19,81,0,0,9,82,9,0,0,0,0,0,0,0,0
Trigo,2020/21,23,V,33.57,0,7,78,15,0,4,74,22,0,0,0,0,0,0,0,0
Trigo,2020/21,23,VI,48.6,0,13,87,0,0,7,72,21,0,0,0,0,0,0,0,0
Trigo,2020/21,23,VII,22.31,0,14,86,0,0,0,54,46,0,0,0,0,0,0,0,0
Trigo,2020/21,23,IX,16.43,0,0,50,50,0,0,37,45,18,0,0,0,0,0,0,0
Trigo,2020/21,23,X,13.55,0,0,50,50,0,0,19,65,16,0,0,0,0,0,0,0
Trigo,2020/21,23,XI,17.63,0,0,38,62,0,0,13,65,22,0,0,0,0,0,0,0
Trigo,2020/21,23,XII,11.71,0,0,26,74,0,0,0,52,48,0,0,0,0,0,0,0
Trigo,2020/21,23,TOTAL,2.996.142.132,0,13,74,13,0,8,62,26,5,0,312.307.692,0,0,0,0,0
Trigo,2020/21,22,I,65,0,18,82,0,0,13,63,24,0,0,0,0,0,0,0,0
Trigo,2020/21,22,II,21,0,16,84,0,0,0,57,43,0,0,0,0,0,0,0,0
Trigo,2020/21,22,III,24,0,18,82,0,0,15,72,13,0,0,0,0,0,0,0,0
Trigo,2020/21,22,IV,6.6,0,17,83,0,0,8,78,14,0,0,0,0,0,0,0,0
Trigo,2020/21,22,V,14.2,0,2,76,22,0,0,52,48,0,0,0,0,0,0,0,0
Trigo,2020/21,22,VI,10.29,0,17,83,0,0,4,48,48,0,0,0,0,0,0,0,0
Trigo,2020/21,22,VII,2.6,0,11,89,0,0,0,40,60,0,0,0,0,0,0,0,0
Trigo,2020/21,22,IX,4.22,0,0,47,53,0,0,16,49,35,0,0,0,0,0,0,0
Trigo,2020/21,22,X,3,0,0,46,54,0,0,11,63,26,0,0,0,0,0,0,0
Trigo,2020/21,22,XI,8.67,0,0,34,66,0,0,5,48,47,0,0,0,0,0,0,0
Trigo,2020/21,22,XII,4.42,0,0,29,71,0,0,0,43,57,0,0,0,0,0,0,0
Trigo,2020/21,22,TOTAL,1.337.619.191,0,13,75,12,0,7,53,33,6,0,0,0,0,0,0,0
Trigo,2020/21,21,I,41.6,0,20,80,0,0,8,59,33,0,0,0,0,0,0,0,0
Trigo,2020/21,21,II,6.38,0,22,78,0,0,0,44,50,6,0,0,0,0,0,0,0
Trigo,2020/21,21,III,5,0,20,80,0,0,6,68,23,3,0,0,0,0,0,0,0
Trigo,2020/21,21,IV,1.8,0,19,81,0,0,1,72,27,0,0,0,0,0,0,0,0
Trigo,2020/21,21,V,3.2,0,6,82,12,0,0,43,51,6,0,0,0,0,0,0,0
Trigo,2020/21,21,VI,4.89,0,20,80,0,0,0,36,55,9,0,0,0,0,0,0,0
Trigo,2020/21,21,VII,1.93,0,15,85,0,0,0,36,64,0,0,0,0,0,0,0,0
Trigo,2020/21,21,IX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,21,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,21,XI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,21,XII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,21,TOTAL,5.036.670.588,0,18,79,3,0,5,53,39,2,0,0,0,0,0,0,0
Trigo,2020/21,20,I,21,0,10,90,0,0,0,33,67,0,0,0,0,0,0,0,0
Trigo,2020/21,20,II,3.25,0,12,88,0,0,0,25,45,30,0,0,0,0,0,0,0
Trigo,2020/21,20,III,0.88,0,13,87,0,0,0,47,36,17,0,0,0,0,0,0,0
Trigo,2020/21,20,IV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,20,V,0.64,0,0,80,20,0,0,15,60,25,0,0,0,0,0,0,0
Trigo,2020/21,20,VI,1.88,0,10,90,0,0,0,10,68,22,0,0,0,0,0,0,0
Trigo,2020/21,20,VII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,20,IX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,20,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,20,XI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,20,XII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,20,TOTAL,1.956.208.824,0,10,89,0,0,0,29,63,8,0,0,0,0,0,0,0
Trigo,2020/21,19,I,11.88,0,2,98,0,0,0,12,77,11,0,0,0,0,0,0,0
Trigo,2020/21,19,II,2.88,0,0,100,0,0,0,0,41,59,0,0,0,0,0,0,0
Trigo,2020/21,19,III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,19,IV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,19,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,19,VI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,19,VII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,19,IX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,19,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,19,XI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,19,XII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,19,TOTAL,952.305.882,0,2,98,0,0,0,10,70,21,0,0,0,0,0,0,0
Trigo,2020/21,18,I,3,0,0,100,0,0,0,0,70,30,0,0,0,0,0,0,0
Trigo,2020/21,18,II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,18,III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,18,IV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,18,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,18,VI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,18,VII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,18,IX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,18,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,18,XI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,18,XII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,18,TOTAL,192.352.941,0,0,100,0,0,0,0,70,30,0,0,0,0,0,0,0
Trigo,2020/21,17,I,0.1,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0
Trigo,2020/21,17,II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,17,III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,17,IV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,17,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,17,VI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,17,VII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,17,IX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,17,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,17,XI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,17,XII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigo,2020/21,17,TOTAL,0.1,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0
